source-id	variable	other_conditions	treatment_dates	duration_months	unit	treatment mean_orig	treatment mean	control mean	treatment SD	control SD	treatment n	control n
Jamieson N etal 1998_Soil N dynamics in a natural calcareous grassland under a changing climate	soil_moisture		Nov.1993-summer 1997	42	gH2O/g dry soil	0.233	0.233	0.242	0.066	0.074	5.0	5.0
Jamieson N etal 1998_Soil N dynamics in a natural calcareous grassland under a changing climate	soil_moisture		Nov.1993-autumn1997	45	gH2O/g dry soil	0.417	0.417	0.439	0.082	0.074	5.0	5.0
Jamieson N etal 1998_Soil N dynamics in a natural calcareous grassland under a changing climate	soil_moisture		Nov.1993-winter 1997	48	gH2O/g dry soil	0.455	0.455	0.459	0.082	0.053	5.0	5.0
Chapin FS etal 1995_Responses of arctic tundra to experimental and observed changes in climate	soil_moisture		Jun.1981-1989	98	% dry mass	610(% dry mass)	610.0	479	60	23	4.0	4.0
Jonasson S etal 1993_In-situ mineralization of nitrogen and phosphorus of arctic soils after perturbations simulating climate change	soil_moisture	heath 	Jun.1989-Sep.1991	27	% wet weight	80.35((% wet weight))	80.35	79.4	1.061	1.556	2.0	2.0
Jonasson S etal 1993_In-situ mineralization of nitrogen and phosphorus of arctic soils after perturbations simulating climate change	soil_moisture	heath 	Jun.1989-Sep.1991	27	% wet weight	81.9	81.9	79.4	1.414	1.556	2.0	2.0
Jonasson S etal 1993_In-situ mineralization of nitrogen and phosphorus of arctic soils after perturbations simulating climate change	soil_moisture	heath	Jun.1989-Jun.1991	24	% wet weight	79.6	79.6	78.3	13.852	9.697	6.0	6.0
Jonasson S etal 1993_In-situ mineralization of nitrogen and phosphorus of arctic soils after perturbations simulating climate change	soil_moisture	heath	Jun.1989-Sep.1991	27	% wet weight	80.9	80.9	78.3	13.801	9.898	6.0	6.0
Jonasson S etal 1993_In-situ mineralization of nitrogen and phosphorus of arctic soils after perturbations simulating climate change	soil_moisture	heath	Jun.1989-Jun.1991	24	% wet weight	81.1	81.1	80.5			6.0	6.0
Jonasson S etal 1993_In-situ mineralization of nitrogen and phosphorus of arctic soils after perturbations simulating climate change	soil_moisture	heath	Jun.1989-Sep.1991	27	% wet weight	82.9	82.9	80.5	15.653	24.179	6.0	6.0
Jonasson S etal 1993_In-situ mineralization of nitrogen and phosphorus of arctic soils after perturbations simulating climate change	soil_moisture	Fellfield 	Jun.1989-Sep.1991	27	% wet weight	69.15	69.15	69.6	1.909	3.253	2.0	2.0
Jonasson S etal 1993_In-situ mineralization of nitrogen and phosphorus of arctic soils after perturbations simulating climate change	soil_moisture	Fellfield 	Jun.1989-Sep.1991	27	% wet weight	68.9	68.9	69.6	2.263	3.253	2.0	2.0
Jonasson S etal 1993_In-situ mineralization of nitrogen and phosphorus of arctic soils after perturbations simulating climate change	soil_moisture	Fellfield	Jun.1989-Jun.1991	24	% wet weight	67.8	67.8	67.3	11.756	13.225	6.0	6.0
Jonasson S etal 1993_In-situ mineralization of nitrogen and phosphorus of arctic soils after perturbations simulating climate change	soil_moisture	Fellfield	Jun.1989-Sep.1991	27	% wet weight	67.3	67.3	67.3	11.756	13.225	6.0	6.0
Jonasson S etal 1993_In-situ mineralization of nitrogen and phosphorus of arctic soils after perturbations simulating climate change	soil_moisture	Fellfield	Jun.1989-Jun.1991	24	% wet weight	70.5	70.5	71.9	9.796	6.858	6.0	6.0
Jonasson S etal 1993_In-situ mineralization of nitrogen and phosphorus of arctic soils after perturbations simulating climate change	soil_moisture	Fellfield	Jun.1989-Sep.1991	27	% wet weight	70.5	70.5	71.9	9.796	6.858	6.0	6.0
Robinson CH etal 1995_Responses of plant litter decomposition and nitrogen mineralisation to simulated environmental change in a high arctic polar semi-desert and a subarctic dwarf shrub heath	soil_moisture	polar semi-desert  	1991-1993	24	% soil dwt	54.6(% soil dwt))	54.6	44.4	9.76	7	6.0	6.0
Robinson CH etal 1995_Responses of plant litter decomposition and nitrogen mineralisation to simulated environmental change in a high arctic polar semi-desert and a subarctic dwarf shrub heath	soil_moisture	subarctic dwarf shrub heath	1991-1993	24	% soil dwt	94.433	94.433	130.1	11.07	17.1	6.0	6.0
Sherry RA etal 2008_Lagged effects of experimental warming and doubled precipitation on annual and seasonal aboveground biomass production in a tallgrass prairie	soil_moisture		Feb. 2003 - May 2003	3	% vol	14.4(% vol)	14.4	19.9	0.566	2.012	2.0	5.0
Schmidt IK etal 2004_Soil solution chemistry and element fluxes in three european heathlands and their responses to warming and drought	soil_moisture	Moles, Denmark	early spring 1999- end of 2000	24	%	18(%)	18.0	16.7				
Schmidt IK etal 2004_Soil solution chemistry and element fluxes in three european heathlands and their responses to warming and drought	soil_moisture	Oldebroek,Netherlans	early spring 1999- end of 2000	24	%	13.1	13.1	14.4				
Schmidt IK etal 2004_Soil solution chemistry and element fluxes in three european heathlands and their responses to warming and drought	soil_moisture	Clocaenog,Wals	early spring 1999- end of 2000	24	%	47.7	47.7	46.4				
Schmidt IK etal 2004_Soil solution chemistry and element fluxes in three european heathlands and their responses to warming and drought	soil_moisture	Clocaenog,Wals	early spring 1999-Jun.1999	6	ratio to control	1.036282(ratio to control)	1.036282	0.090959388	1		2.0	2.0
Schmidt IK etal 2004_Soil solution chemistry and element fluxes in three european heathlands and their responses to warming and drought	soil_moisture	Clocaenog,Wals	early spring 1999-Jun.2000	18	ratio to control	1.1221925	1.1221925	0.36954461	1		2.0	2.0
Schmidt IK etal 2004_Soil solution chemistry and element fluxes in three european heathlands and their responses to warming and drought	soil_moisture	Moles, Denmark	early spring 1999-Jan.1999	1	ratio to control	1.06527	1.06527	0.078100456	1		2.0	2.0
Schmidt IK etal 2004_Soil solution chemistry and element fluxes in three european heathlands and their responses to warming and drought	soil_moisture	Moles, Denmark	early spring 1999-Jun.1999	6	ratio to control	1.10936225	1.10936225	0.155508909	1		2.0	2.0
Schmidt IK etal 2004_Soil solution chemistry and element fluxes in three european heathlands and their responses to warming and drought	soil_moisture	Moles, Denmark	early spring 1999-Jan.2000	13	ratio to control	1.17505025	1.17505025	0.181852734	1		2.0	2.0
Schmidt IK etal 2004_Soil solution chemistry and element fluxes in three european heathlands and their responses to warming and drought	soil_moisture	Moles, Denmark	early spring 1999-Jun.2000	18	ratio to control	1.2554825	1.2554825	0.130842234	1		2.0	2.0
Schmidt IK etal 2004_Soil solution chemistry and element fluxes in three european heathlands and their responses to warming and drought	soil_moisture	Moles, Denmark	early spring 1999-Jan.2001	24	ratio to control	1.0442425	1.0442425	0.041684743	1		2.0	2.0
Schmidt IK etal 2004_Soil solution chemistry and element fluxes in three european heathlands and their responses to warming and drought	soil_moisture	Oldebroek,Netherlans	early spring 1999-Jan.1999	1	ratio to control	0.8903185	0.8903185	0.006050713	1		2.0	2.0
Schmidt IK etal 2004_Soil solution chemistry and element fluxes in three european heathlands and their responses to warming and drought	soil_moisture	Oldebroek,Netherlans	early spring 1999-Jun.1999	6	ratio to control	0.976084	0.976084	0.088212985	1		2.0	2.0
Schmidt IK etal 2004_Soil solution chemistry and element fluxes in three european heathlands and their responses to warming and drought	soil_moisture	Oldebroek,Netherlans	early spring 1999-Jan.2000	13	ratio to control	0.940063	0.940063	0.017261891	1		2.0	2.0
Schmidt IK etal 2004_Soil solution chemistry and element fluxes in three european heathlands and their responses to warming and drought	soil_moisture	Oldebroek,Netherlans	early spring 1999-Jun.2000	18	ratio to control	0.9900885	0.9900885	0.012005966	1		2.0	2.0
Schmidt IK etal 2004_Soil solution chemistry and element fluxes in three european heathlands and their responses to warming and drought	soil_moisture	Oldebroek,Netherlans	early spring 1999-Jan.2001	24	ratio to control	0.9039615	0.9039615	0.000190212	1		2.0	2.0
McHale PJ etal 1998_Soil warming in a northern hardwood forest: trace gas fluxes and leaf litter decomposition	soil_moisture		growing season 1993-Nov.1993	4	soil water tension kPa	40.708(soil water tension kPa)	40.708	33.401	27.461	25.229	1.0	1.0
McHale PJ etal 1998_Soil warming in a northern hardwood forest: trace gas fluxes and leaf litter decomposition	soil_moisture		growing season 1993-Nov.1993	4	soil water tension kPa	37.754	37.754	33.86	27.461	25.229	1.0	1.0
McHale PJ etal 1998_Soil warming in a northern hardwood forest: trace gas fluxes and leaf litter decomposition	soil_moisture		growing season 1993-Nov.1993	4	soil water tension kPa	22.645	22.645	27.309	27.461	25.229	1.0	1.0
McHale PJ etal 1998_Soil warming in a northern hardwood forest: trace gas fluxes and leaf litter decomposition	soil_moisture		growing season 1993-Nov.1994	16	soil water tension kPa	38.035	38.035	27.612	13.677	11.916	1.0	1.0
McHale PJ etal 1998_Soil warming in a northern hardwood forest: trace gas fluxes and leaf litter decomposition	soil_moisture		growing season 1993-Nov.1994	16	soil water tension kPa	28.19	28.19	21.552	13.677	11.916	1.0	1.0
McHale PJ etal 1998_Soil warming in a northern hardwood forest: trace gas fluxes and leaf litter decomposition	soil_moisture		growing season 1993-Nov.1994	16	soil water tension kPa	11.882	11.882	9.695	13.677	11.916	1.0	1.0
Hantschel RE etal 1995_Increasing the soil temperature to study global warming fffects on the soil nitrogen cycle in agroecosystems	soil_moisture	0-5 cm soil	Jan 1994 to Mar 1994	3	%dry soil	23.73015(%dry soil)	23.73015	26.74605	0.112217846	0.112217846	2.0	2.0
Hantschel RE etal 1995_Increasing the soil temperature to study global warming fffects on the soil nitrogen cycle in agroecosystems	soil_moisture	5-10 cm soil	Jan 1994 to Mar 1994	3	%dry soil	24.30075	24.30075	26.36825	0.42956737	0.655275854	2.0	2.0
Hantschel RE etal 1995_Increasing the soil temperature to study global warming fffects on the soil nitrogen cycle in agroecosystems	soil_moisture	10-20 cm soil	Jan 1994 to Mar 1994	3	%dry soil	28.16015	28.16015	28.48115	4.825933071	3.554555078	2.0	2.0
Hantschel RE etal 1995_Increasing the soil temperature to study global warming fffects on the soil nitrogen cycle in agroecosystems	soil_moisture	20-30 cm soil	Jan 1994 to Mar 1994	3	%dry soil	22.9504	22.9504	23.353	0.765230959	0.430486608	2.0	2.0
Hu Y etal 2011_Effects of warming and grazing on N2O fluxes in an alpine meadow ecosystem on the Tibetan plateau	soil_moisture		May 2006 to May 2008	24	%	27.5259(%)	27.5259	29.059	2.538	1.869	4.0	4.0
Hu Y etal 2011_Effects of warming and grazing on N2O fluxes in an alpine meadow ecosystem on the Tibetan plateau	soil_moisture		May 2006 to Jun 2008	25	%	19.58	19.58	25.78	3.47	3.602	4.0	4.0
Hu Y etal 2011_Effects of warming and grazing on N2O fluxes in an alpine meadow ecosystem on the Tibetan plateau	soil_moisture		May 2006 to Jul 2008	26	%	13.3	13.3	17.166	2.67	2.402	4.0	4.0
Hu Y etal 2011_Effects of warming and grazing on N2O fluxes in an alpine meadow ecosystem on the Tibetan plateau	soil_moisture		May 2006 to Aug 2008	27	%	20.086	20.086	24.953	3.203	2.535	4.0	4.0
Hu Y etal 2011_Effects of warming and grazing on N2O fluxes in an alpine meadow ecosystem on the Tibetan plateau	soil_moisture		May 2006 to Sep 2008	28	%	18.34	18.34	25.406	3.735	3.336	4.0	4.0
